list of phonemes,All,Akha,Akoose,Alangan,Alladian,Anufo,Arabic,Aruamu,Ashaninca,Avokaya,Awadhi,Aymara,Bali,Bekwarra,Bench,Bhojpuri,Biate,Bokyi,Bora,CandoshiShapra,Carib,Chamacoco,Chipaya,Cofan,Dangaleat,Duala,Duri,Dutch,Eleme,Galela,Gamo,Garhwali,Gidar,Guahibo,Guayabero,Hadiyya,Hiligaynon,Hindi,Huambisa,Huli,Ignaciano,Ilokano,Ipili,Javanese,Jingpho,Kalabari,KalmykOirat,Kannada,Karakalpak,Karamojong,Kashinawa,Kazakh,Kera,Khasi,Konso,Koorete,Kui,Kuman,Kumyk,Kyrgyz,Lao,Lobi,Luwo,Madi,Maka,Malay,Marba_Azumeina,Mentawai,MofuGudur,Mongondow,Morisyen,Moro,Mundari,Munukutuba,Murle,Musgu,Napu,Paez,Palauan,Pampangan,Parecis,Patamona,Paumari,Peve,Pijin,Pokoot,Polish,Qeqchi,Romanian,Samoan,Sango,Sanuma,Sasak,Shilluk,ShipiboConibo,Shuar,Tamasheq,Tektiteko,Terena,Teribe,Teso,Thai,Themne,Ticuna,Tobelo,Tol,Trio,Tucano,Tuva,Vai,Vietnamese,Waimaha,Waiwai,Yawa
SPN-AO,1.9019371229597344e-05,6.549646319098769e-05,0.0,0.0,0.0,0.0,6.149683291310498e-05,0.0,0.0,0.0,0.0,0.0,6.207324643078833e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.70287995437696e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011876484560570071,0.0,6.009976561091412e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.087538808059901e-05,0.0,0.0,0.0,0.0,0.0,9.901970492127933e-05,0.0,0.0,0.0,0.0,0.0002468831008517467,0.0,6.178942165101334e-05,0.0,0.0,0.0,0.0,0.00011467889908256881,6.677350427350428e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.899406651028011e-05,0.0,6.191183754333828e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012503907471084715,5.387060281204547e-05,0.0,0.0,5.947778504728484e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.471444750040447e-05,0.00012714558169103624,0.0,0.0,6.0657527599175054e-05,6.436248954109545e-05,5.760036864235931e-05,0.0,0.0,0.00012807377049180329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45244547683572e-05,0.0
AO-W,0.0005510612558891231,0.0006549646319098768,0.0010023178600513688,0.0004089501665011392,0.0023928496023646983,0.0013991884706870015,0.0006764651620441547,0.000616799371986094,6.454944487477407e-05,0.000396589331746976,0.0002557544757033248,0.00017514157277132348,0.00024829298572315333,0.0003450893781489406,0.0003224766204450177,0.00024827757432809884,0.0003834600881958203,0.0016054585591009432,0.0004104442269440849,0.0008073008073008073,0.0007789678675754625,0.0006273167949814657,0.00011640088464672332,0.0001918649270913277,0.00022996435552489363,0.0004916723004117755,0.00024430464789592624,0.0009174311926605505,0.0009784735812133072,0.0010480120521385995,5.9382422802850356e-05,0.00035073361781726777,0.00039064847647094175,0.0,0.0003013500482160077,0.0009217803529101923,0.00036114120621162876,0.0004282917278511992,0.0010968710310587692,0.000907212338087798,0.00018262616424179705,0.0005432814197754436,0.0007697735582782732,0.001108715737603942,0.0005402120332230401,0.000609508329947176,0.0005281050929134898,0.0004684663582596475,0.00042589437819420784,0.000736060847696743,0.0005502820195350117,0.00018516232563881003,0.0004257648561523022,0.00030894710825506676,0.0006442113013068287,0.0005717916137229987,0.00016234644731857786,0.0007934086054317974,0.00045871559633027525,0.0002670940170940171,0.001456341417083518,0.0008838941852389672,0.00034432890296811513,0.00034048348655090226,0.000297548202808855,0.0002326934264107039,0.00011866619200189867,0.0007145834573929614,0.0004025070438732678,0.0009383063570255688,0.0006209465985925211,0.0001892147587511826,0.00024764735017335313,0.000278473962684489,0.00012192891544229714,0.00042128069330765527,0.0004113251525330774,0.0007099331479619003,0.00029387563183260845,0.00028447883477469274,0.00028366782497695197,0.00020268900749949328,0.000178359096313912,0.0008127539856205064,0.0004848354253084092,0.0006800197823936696,0.0007245569055846617,0.00017843335514185451,0.0005432158377595364,0.0005227049983665469,0.00018716077110237696,0.00012284257723727045,0.00016107382550335572,0.0008493552621419196,0.00045300113250283127,0.0003814367450731087,0.00029318634924357923,0.00048796852603007104,0.0016984107727769015,0.0017699684623801249,0.00023040147456943725,0.0010306778222383898,0.00041222947440742015,0.0005122950819672131,0.0013404825737265416,0.00017955470433325354,0.0003609065973726,0.00019882033269269004,0.0008466888418506199,0.0006216328222130128,0.0003593675131768088,0.00018050541516245486,0.0007420312298361079,0.0015988275264805809
F-OW,0.0003023079005967578,6.549646319098769e-05,0.0001252897325064211,5.84214523573056e-05,0.00028151171792525865,0.00020987827060305023,0.0005534714962179448,0.0010093080632499719,0.00012909888974954814,0.0002643928878313173,6.39386189258312e-05,0.0,0.00018621973929236498,0.0014493753882255504,0.0001289906481780071,0.0001862081807460741,0.0005112801175944271,0.002006823198876179,0.0001578631642092634,0.0001404001404001404,0.0,0.0007984031936127744,0.0006402048655569782,0.00083141468406242,5.749108888122341e-05,0.0,0.00012215232394796312,0.00023675643681562593,6.98909700866648e-05,0.00032750376629331237,0.00017814726840855108,0.00011691120593908926,0.00024039906244365647,0.0,0.00024108003857280618,0.0003950487226757967,0.0,6.118453255017132e-05,0.00011546010853250202,0.0,0.0004870031046447921,0.00012072920439454304,0.00012829559304637885,0.0004311672312904219,0.0,6.772314777190844e-05,0.0006271247978347691,0.0,0.0003042102701387199,0.0,0.0006190672719768881,0.0006789285273423034,0.0,0.00018536826495304005,0.00012270691453463402,0.00012706480304955527,0.0001082309648790519,0.00012206286237412267,0.00034403669724770644,0.0003338675213675214,6.331919204710948e-05,0.0009470294841846076,0.0,6.809669731018046e-05,0.00023803856224708403,0.00029086678301337986,0.0,5.954862144941345e-05,0.0006900120752113162,0.0,6.899406651028011e-05,0.0004415011037527594,0.0,0.0001670843776106934,0.0,0.00012036591237361579,0.0,5.916109566349169e-05,5.877512636652169e-05,0.0002275830678197542,0.0007091695624423799,0.0,0.00011890606420927467,0.0002500781494216943,0.0030167537574745463,0.0,0.0010589677850852749,0.00023791114018913937,0.0004225012071463061,0.0010454099967330938,0.00018716077110237696,0.00018426386585590566,0.0004295302013422819,7.72141147401745e-05,0.00042064390875262903,0.0,0.00023454907939486337,0.0003659763945225533,6.0657527599175054e-05,6.436248954109545e-05,5.760036864235931e-05,0.00030314053595246755,0.00013740982480247338,0.0,0.0,0.00011970313622216902,0.00021654395842355997,6.627344423089668e-05,0.00048382219534321135,0.0006216328222130128,0.00011978917105893628,0.0,0.0015163246870563943,0.0
TH-EH,0.0009729909913246641,0.0003929787791459261,0.0008770281275449477,0.0009931646900741952,0.0007741572242944613,0.0008395130824122009,0.0016604144886538342,0.000448581361444432,0.003098373353989156,0.0009253751074096107,0.0017902813299232737,0.00046704419405686266,0.0004345127250155183,0.0010352681344468217,0.0033537568526281845,0.0014275960523865681,0.0008308301910909439,0.0005351528530336477,0.0011366147823066966,0.0014391014391014392,0.0009737098344693282,0.0015397775876817793,0.0013095099522756374,0.002941928882067025,0.0025870989996550535,0.0018437711265441583,0.00042753313381787086,0.00047351287363125186,0.0006989097008666481,0.0,0.003859857482185273,0.0008768340445431694,0.00039064847647094175,0.0038385724660234466,0.0009040501446480232,0.0017777192520410851,0.00030095100517635727,0.0015907978463044542,0.0017319016279875303,0.00010080137089864422,0.0011566323735313813,6.036460219727152e-05,0.0002565911860927577,0.0004311672312904219,0.00040515902491728003,0.0014221861032100772,0.0009571904809057003,0.0002927914739122797,0.00042589437819420784,0.000736060847696743,0.0006878525244187646,0.00055548697691643,0.0006690590596679034,0.00012357884330202668,0.0003374440149702436,0.0019059720457433292,0.000974078683911467,0.0006713457430576747,0.0006880733944954129,0.0002670940170940171,0.0012663838409421896,0.0011995706799671697,0.0002754631223744921,0.00020429009193054137,0.001606760295167817,0.0004653868528214078,0.0005933309600094933,0.00041684035014589413,0.0008050140877465356,0.00017593244194229416,0.00020698219953084034,0.000315357931251971,0.0006191183754333828,0.0003341687552213868,0.00042675120404804,0.002347135291285508,0.00034277096044423114,0.0014790273915872923,0.00011755025273304338,0.0008534365043240783,0.001347422168640522,0.0008783190324978042,0.00029726516052318666,0.0012503907471084713,0.0007541884393686366,0.0002472799208704253,0.0006688217590012261,0.0010111223458038423,0.0021728633510381457,0.0001960143743874551,0.0004367084659055462,0.002026902524414962,0.0016644295302013423,0.0007721411474017451,0.0009383594887558647,0.0012078830260648442,0.0014072944763691803,0.0014944036109670927,0.00012131505519835011,0.0003218124477054772,0.0012096077414895455,0.0004850248575239481,0.0021298522844383373,0.0004482581967213115,0.0,0.0005386641129997606,0.0005774505557961599,0.0023858439923122804,0.00018143332325370426,0.001381406271584473,0.0006588404408241495,0.0012033694344163659,0.0010323912762937152,0.0012657384584637932
Y-AY,0.00012062285437718316,6.549646319098769e-05,0.0001252897325064211,0.0001752643570719168,0.0,0.00013991884706870015,0.00012299366582620996,0.000112145340361108,0.0003872966692486445,6.609822195782933e-05,0.0,5.838052425710783e-05,6.207324643078833e-05,0.0003450893781489406,0.00019348597226701063,0.00012413878716404942,6.391001469930338e-05,0.00013378821325841193,9.471789852555804e-05,0.0002808002808002808,0.00012982797792924374,0.0001140575990875392,0.0,0.0001918649270913277,0.00022996435552489363,0.00018437711265441583,0.00018322848592194468,0.0,0.0004892367906066536,0.00013100150651732494,5.9382422802850356e-05,0.0,3.004988280545706e-05,0.0,0.0,0.0001316829075585989,6.0190201035271456e-05,0.0003671071953010279,0.00011546010853250202,5.040068544932211e-05,0.0003043769404029951,6.036460219727152e-05,6.414779652318943e-05,6.159531875577457e-05,0.00020257951245864002,0.00013544629554381688,3.300656830709311e-05,0.0,0.0,0.0003680304238483715,0.0002063557573256294,6.172077521293668e-05,6.082355087890031e-05,0.00024715768660405336,0.00024541382906926803,0.0001905972045743329,0.0001082309648790519,6.1031431187061336e-05,5.733944954128441e-05,0.0,0.0,0.0,0.00013773156118724605,0.0001361933946203609,5.950964056177101e-05,0.00017452006980802793,0.0,0.0001190972428988269,5.7501006267609686e-05,5.864414731409805e-05,0.0,6.30715862503942e-05,6.191183754333828e-05,0.000278473962684489,0.00042675120404804,6.0182956186807895e-05,0.00013710838417769247,5.916109566349169e-05,5.877512636652169e-05,5.689576695493855e-05,0.00014183391248847598,0.00013512600499966218,0.0,0.0,0.0001616118084361364,6.181998021760633e-05,0.00011147029316687103,0.0,0.00018107194591984548,0.0008493956223456386,6.238692370079231e-05,6.142128861863522e-05,0.00016107382550335572,0.0,6.471444750040447e-05,0.00012714558169103624,0.00017591180954614754,9.149409863063833e-05,0.00012131505519835011,0.0002574499581643818,0.0004032025804965152,6.062810719049351e-05,0.00027481964960494675,0.0,0.00020107238605898123,5.985156811108451e-05,7.218131947451999e-05,0.0,0.0,0.00020721094073767094,0.00023957834211787255,6.016847172081829e-05,3.22622273841786e-05,0.0001998534408100726
N-ER,0.00029830382244315837,0.00026198585276395077,0.0003758691975192633,0.0003505287141438336,0.000211133788443944,0.00020987827060305023,0.0003074841645655249,0.000168218010541662,6.454944487477407e-05,0.00013219644391565866,0.00031969309462915604,0.00029190262128553915,0.0004345127250155183,0.00013803575125957622,0.00038697194453402126,0.0003724163614921482,0.0003834600881958203,0.00033447053314602983,9.471789852555804e-05,0.0002457002457002457,0.00045439792275235314,0.00028514399771884804,0.00011640088464672332,6.395497569710924e-05,5.749108888122341e-05,0.00012291807510294387,0.00042753313381787086,0.00023675643681562593,0.0002795638803466592,0.0007860090391039497,0.00011876484560570071,0.00017536680890863388,6.009976561091412e-05,0.0003112356053532524,0.00024108003857280618,0.0005267316302343956,0.00012038040207054291,0.00018355359765051394,0.00011546010853250202,0.000453606169043899,0.00012175077616119802,0.0003621876131836291,0.0023093206748348192,0.0006159531875577456,0.00027010601661152004,0.0004063388866314506,0.0005611116612205829,0.00011711658956491187,0.00036505232416646384,6.133840397472858e-05,0.00013757050488375291,0.0003086038760646834,0.00036494130527340185,0.00024715768660405336,6.135345726731701e-05,0.00044472681067344346,0.00016234644731857786,0.00091547146780592,0.00017201834862385322,0.00020032051282051281,0.0,0.00025254119578256204,0.0002754631223744921,0.0001361933946203609,0.0,0.00029086678301337986,0.00011866619200189867,0.0002381944857976538,0.00017250301880282904,0.0001172882946281961,0.00013798813302056022,0.000946073793755913,0.0004952947003467063,0.000278473962684489,6.096445772114857e-05,0.00012036591237361579,0.0006169877287996161,0.0004141276696444418,0.0005877512636652169,0.0002275830678197542,0.00028366782497695197,0.00020268900749949328,0.000356718192627824,0.00031259768677711783,0.0001616118084361364,0.000556379821958457,0.00033441087950061306,5.947778504728484e-05,0.0,0.00013067624959163673,0.00018716077110237696,0.0007984767520422579,0.00021476510067114095,0.000617712917921396,0.00012942889500080893,6.357279084551812e-05,0.0005277354286384425,3.049803287687944e-05,6.0657527599175054e-05,0.00035399369247602496,0.00023040147456943725,0.00024251242876197404,6.870491240123669e-05,0.0005122950819672131,0.000871313672922252,0.00029925784055542256,0.00028872527789807997,0.0005301875538471734,0.0010885999395222256,0.0,0.0,0.0006016847172081829,0.00048393341076267905,0.0003997068816201452
M-ZH,7.30744263031898e-05,0.00013099292638197538,0.0,0.0,0.0,0.0,0.0,0.000112145340361108,0.0,0.0,0.0,0.00017514157277132348,0.0,6.901787562978811e-05,0.0,0.0,0.0,6.689410662920597e-05,0.0,0.0,6.491398896462187e-05,0.0,0.0007566057502037015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002969121140142518,0.0,0.00012019953122182824,0.0,0.0,0.0002633658151171978,6.0190201035271456e-05,0.0,0.00011546010853250202,0.0,0.0,0.0,6.414779652318943e-05,0.0,0.00060773853737592,0.0,0.0,0.0,0.0009126308104161596,0.0,0.0,0.0006172077521293668,6.082355087890031e-05,6.178942165101334e-05,3.0676728633658504e-05,0.00012706480304955527,0.0,6.1031431187061336e-05,0.0,0.00013354700854700856,0.00012663838409421896,0.0,0.0,6.809669731018046e-05,0.0,5.817335660267598e-05,0.00023733238400379733,0.0,0.0,0.0,0.00020698219953084034,0.0,0.0,0.0001113895850737956,0.0,0.0,0.0,0.0,5.877512636652169e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016720543975030653,0.00011895557009456968,0.0,6.533812479581836e-05,0.0,6.142128861863522e-05,0.0,0.0,3.235722375020223e-05,0.0,5.863726984871584e-05,0.0001524901643843972,0.0,0.00028963120293492954,0.00017280110592707794,6.062810719049351e-05,0.0,0.0,0.0,0.0,0.0,6.627344423089668e-05,6.047777441790142e-05,6.907031357922365e-05,0.0001796837565884044,0.0,9.678668215253581e-05,6.661781360335754e-05
ER-W,5.405505507359245e-05,6.549646319098769e-05,0.0,5.84214523573056e-05,0.0,6.995942353435007e-05,0.0,0.000112145340361108,0.0,0.0,0.0,5.838052425710783e-05,0.0,0.0,6.449532408900354e-05,6.206939358202471e-05,0.0,0.0,3.157263284185268e-05,0.0,0.0,5.70287995437696e-05,0.00023280176929344664,0.0,5.749108888122341e-05,6.145903755147194e-05,0.0,0.0,6.98909700866648e-05,6.550075325866247e-05,0.0,5.845560296954463e-05,6.009976561091412e-05,0.0,0.00024108003857280618,0.0001316829075585989,0.0,6.118453255017132e-05,0.00011546010853250202,0.00015120205634796633,0.00012175077616119802,0.0,0.0006414779652318943,0.0,0.0,0.00013544629554381688,0.0,0.0,0.0,0.0,0.0,0.00012344155042587335,0.0,6.178942165101334e-05,3.0676728633658504e-05,0.00012706480304955527,5.411548243952595e-05,0.000183094293561184,5.733944954128441e-05,6.677350427350428e-05,6.331919204710948e-05,0.0,0.0,6.809669731018046e-05,0.0,5.817335660267598e-05,0.0,0.0,0.0,0.0001172882946281961,0.0,0.0,6.191183754333828e-05,5.56947925368978e-05,6.096445772114857e-05,0.0,0.0,5.916109566349169e-05,0.00023510050546608676,0.0,0.0,0.0,0.0,0.0,0.0001616118084361364,6.181998021760633e-05,0.00016720543975030653,0.0,6.035731530661516e-05,6.533812479581836e-05,0.0,0.0,5.3691275167785237e-05,0.0,0.0,0.0,0.00017591180954614754,0.0,0.0,3.2181244770547725e-05,5.760036864235931e-05,0.00012125621438098702,0.00013740982480247338,0.0,6.702412868632708e-05,0.0,0.0,0.0,0.00018143332325370426,0.0,0.0,0.00018050541516245486,0.00019357336430507162,0.0
AO-D,0.00020020390767997204,0.00026198585276395077,6.264486625321055e-05,0.0001752643570719168,0.0005630234358505173,0.0,0.00012299366582620996,0.00084109005270831,0.0,0.00013219644391565866,0.0,0.00011676104851421566,0.00012414649286157667,6.901787562978811e-05,6.449532408900354e-05,0.0001862081807460741,0.00012782002939860676,0.00013378821325841193,3.157263284185268e-05,0.0001404001404001404,0.0002596559558584875,0.00028514399771884804,5.820044232336166e-05,0.0001918649270913277,0.00022996435552489363,0.00036875422530883165,0.00024430464789592624,0.00038472920982539214,0.00034945485043332404,0.0005895067793279622,0.00017814726840855108,0.00023382241187817852,9.014964841637118e-05,5.187260089220873e-05,0.00012054001928640309,6.584145377929945e-05,0.00012038040207054291,0.00030592266275085656,5.773005426625101e-05,0.00030240411269593265,0.00012175077616119802,0.00012072920439454304,0.0005131823721855154,0.0003079765937788728,0.0003376325207644,0.0016253555465258025,6.601313661418622e-05,0.00011711658956491187,6.0842054027743974e-05,6.133840397472858e-05,0.00013757050488375291,0.0003086038760646834,0.00024329420351560123,0.00018536826495304005,0.00015338364316829254,0.00025412960609911054,0.00027057741219762974,0.000366188587122368,0.00011467889908256881,0.0002670940170940171,6.331919204710948e-05,0.00031567649472820256,0.00013773156118724605,0.0002723867892407218,0.0,0.00017452006980802793,5.933309600094933e-05,0.0002381944857976538,0.00011500201253521937,5.864414731409805e-05,0.0007589347316130813,0.0001261431725007884,0.00018573551263001485,0.000278473962684489,0.00012192891544229714,0.00012036591237361579,0.00034277096044423114,0.0,0.00017632537909956507,0.00017068730086481566,0.0,0.0,5.945303210463734e-05,6.251953735542357e-05,0.0010235414534288639,0.0003090999010880316,0.0004458811726674841,0.0,0.0,0.0004573668735707285,6.238692370079231e-05,0.00012284257723727045,5.3691275167785237e-05,7.72141147401745e-05,0.00016178611875101117,0.0,5.863726984871584e-05,0.00012199213150751776,0.00018197258279752516,3.2181244770547725e-05,0.00023040147456943725,0.0005456529647144416,0.00027481964960494675,0.00012807377049180329,0.0007372654155495978,0.0,7.218131947451999e-05,0.00013254688846179335,0.00024191109767160568,0.0006216328222130128,0.0001796837565884044,6.016847172081829e-05,6.45244547683572e-05,6.661781360335754e-05
R-EH,0.0007462600658770958,0.00019648938957296305,0.0005011589300256844,0.0002336858094292224,0.0021817158139207544,0.0009794319294809011,0.0009839493266096796,0.002971851519569362,0.00045184611412341856,0.000396589331746976,0.00031969309462915604,0.0004086636697997548,0.0026070763500931097,0.0003450893781489406,0.0005804579168010319,0.0001862081807460741,0.0004473701028951237,0.0008027292795504716,0.0003157263284185268,0.0002457002457002457,0.000519311911716975,0.0006273167949814657,0.00043650331742521245,0.0005116398055768739,0.0006898930665746809,0.0004916723004117755,0.0006718377817137971,0.0006510802012429712,0.0027956388034665923,0.0008515097923626121,0.00047505938242280285,0.00046764482375635704,0.0008113468357473406,0.00025936300446104365,0.0003013500482160077,0.0003950487226757967,0.0004213314072469002,0.0007953989231522271,0.0005195704883962591,0.0015624212489289855,0.0004261277165641931,0.0003018230109863576,0.0016036949130797356,0.0006775485063135201,0.0040515902491728,0.0017608018420696193,0.000297059114763838,0.0012297241904315746,0.00042589437819420784,0.0002453536158989143,6.878525244187646e-05,0.0007406493025552401,0.0007298826105468037,0.0004943153732081067,0.0009203018590097553,0.0005082592121982211,0.0009199632014719411,0.0011595971925541654,0.00034403669724770644,0.00020032051282051281,0.0005065535363768758,0.002083464865206137,0.00020659734178086908,0.000749063670411985,0.0007736253273030231,0.00034904013961605586,0.00029666548000474666,0.0007145834573929614,0.0006900120752113162,0.0006450856204550786,0.0004139643990616807,0.0011983601387574897,0.0006810302129767211,0.0010025062656641604,0.00048771566176918855,0.000601829561868079,0.0008226503050661548,0.00017748328699047507,0.0018220289173621724,0.0004551661356395084,0.000212750868732714,0.0006080670224984799,0.0017835909631391202,0.0007502344482650828,0.0009696708506168184,0.0016073194856577645,0.00027867573291717756,0.0005947778504728484,0.00036214389183969096,0.000718719372754002,0.0006238692370079231,0.000552791597567717,0.00026845637583892615,0.00038607057370087253,0.001520789516259505,0.0005721551176096631,0.00023454907939486337,3.049803287687944e-05,0.00012131505519835011,0.0007079873849520499,0.000748804792350671,0.0010306778222383898,0.0019237375472346272,0.00012807377049180329,0.0014075067024128685,0.0009576250897773521,0.0010105384726432798,0.0009941016634634503,0.00012095554883580284,0.0005525625086337892,0.0005390512697652132,0.001022864019253911,0.0005807200929152149,0.0013323562720671507
IH-AW,0.0005465566679663237,0.001047943411055803,0.0003758691975192633,0.0002336858094292224,0.000211133788443944,0.0006296348118091507,6.149683291310498e-05,0.000728944712347202,0.0005809450038729666,0.0005287857756626346,0.00044757033248081843,0.00029190262128553915,0.00037243947858472997,0.0006211608806680931,0.0001289906481780071,0.0004344857550741729,0.0007669201763916406,0.00026757642651682387,0.0016733495406181921,0.0005616005616005616,0.0005842259006815969,0.00028514399771884804,0.00011640088464672332,0.00083141468406242,0.00017247326664367022,0.0004302132628603036,0.00042753313381787086,0.0001479727730097662,0.0002795638803466592,0.0009825112988799372,0.00011876484560570071,0.00035073361781726777,6.009976561091412e-05,0.0006224712107065049,0.0012054001928640309,0.0002633658151171978,6.0190201035271456e-05,0.00018355359765051394,0.00011546010853250202,0.001814424676175596,0.0003652523284835941,6.036460219727152e-05,0.001218808133940599,6.159531875577457e-05,0.00175568910797488,0.00047406203440335904,6.601313661418622e-05,0.0,0.00012168410805548795,0.0008587376556462001,0.0005502820195350117,0.0,0.0006082355087890031,0.00018536826495304005,0.0003987974722375606,0.0005082592121982211,0.0006493857892743114,0.0003051571559353067,0.00045871559633027525,6.677350427350428e-05,0.0009497878807066422,0.0005682176905107645,0.0011018524894979684,0.0008171603677221655,0.00035705784337062603,0.0005235602094240838,0.00047466476800759466,0.0004763889715953076,0.00028750503133804844,0.00029322073657049027,0.00020698219953084034,0.0011983601387574897,0.0007429420505200594,0.0001670843776106934,0.0006096445772114858,0.0007823784304285027,0.00027421676835538494,0.0010057386262793586,0.0015869284118960856,0.00017068730086481566,0.001489256081128998,0.0012836970474967907,0.0008917954815695601,0.00031259768677711783,0.00026935301406022733,0.00012363996043521266,0.0005016163192509196,0.00035686671028370903,0.00018107194591984548,0.000718719372754002,0.0005614823133071309,0.0006142128861863522,0.000912751677852349,0.00038607057370087253,0.0010030739362562693,0.0003178639542275906,0.0004104608889410109,0.0009454390191832627,0.00048526022079340043,0.00022526871339383406,0.0005184033177812338,0.0004850248575239481,0.00027481964960494675,0.0005122950819672131,0.0006702412868632708,0.0010174766578884367,0.0007218131947452,0.0009278282192325536,0.00012095554883580284,0.0018648984666390386,0.00011978917105893628,0.0007220216606498195,0.0007742934572202865,0.0012657384584637932
Y-JH,3.003058615199581e-05,6.549646319098769e-05,0.0,0.0,0.00014075585896262933,0.0,6.149683291310498e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00013803575125957622,0.0,0.0,0.0,0.0,0.0,0.0,6.491398896462187e-05,0.0,5.820044232336166e-05,0.0,0.0,0.0,0.0,2.959455460195324e-05,0.0,6.550075325866247e-05,0.0,0.0,0.0,0.0,0.0,6.584145377929945e-05,0.0,0.00012236906510034264,5.773005426625101e-05,5.040068544932211e-05,0.0,0.0,0.00012829559304637885,0.0,0.0,0.00013544629554381688,6.601313661418622e-05,5.8558294782455936e-05,0.0,0.00018401521192418574,0.0,6.172077521293668e-05,6.082355087890031e-05,6.178942165101334e-05,0.0,6.353240152477763e-05,0.0,0.0,0.0,0.0,6.331919204710948e-05,0.00012627059789128102,6.886578059362302e-05,0.0,5.950964056177101e-05,0.0002326934264107039,0.0,0.0,0.0,0.0,0.00013798813302056022,0.0,0.0,0.0,0.0,6.0182956186807895e-05,0.0,0.0,0.0,0.0,0.0,6.756300249983109e-05,5.945303210463734e-05,0.0,0.0,0.00012363996043521266,5.5735146583435515e-05,0.0,0.0,0.00013067624959163673,6.238692370079231e-05,0.0,0.0,0.0,0.0,6.357279084551812e-05,0.00011727453969743169,9.149409863063833e-05,0.0,0.0,5.760036864235931e-05,6.062810719049351e-05,0.0,0.0,0.0,5.985156811108451e-05,0.0,0.0,6.047777441790142e-05,0.0,0.0,0.0,0.0,0.0
S-AA,0.0008128278651806865,0.0008514540214828399,0.0010649627263045794,0.0005257930712157504,0.000422267576887888,0.000909472505946551,0.00043047783039173483,5.6072670180554e-05,0.00019364833462432224,0.000198294665873488,0.0007033248081841433,0.0005254247183139705,0.0006207324643078833,0.00013803575125957622,0.000709448564979039,0.0005586245422382223,0.0008947402057902474,0.0015385644524717372,0.0009787516180974332,0.0005616005616005616,0.0007789678675754625,0.0006273167949814657,0.0006111046443952974,0.0001918649270913277,0.0005174197999310107,0.0004916723004117755,0.000977218591583705,0.0009174311926605505,0.0002795638803466592,0.0007860090391039497,0.0007125890736342043,0.001578301280177705,0.0007211971873309694,0.0003112356053532524,0.0009040501446480232,0.000592573084013695,0.0022872276393403152,0.0019579050416054823,0.0006350305969287612,0.0,0.0003652523284835941,0.004346251358203549,0.0,0.0035725284878349245,0.0020257951245864,0.0014221861032100772,0.0008581707759844209,0.0014053990747789425,0.0013993672426381115,0.00012267680794945715,0.00027514100976750583,0.0013578570546846067,0.0005474119579101028,0.0009268413247652002,0.0003681207436039021,0.0013341804320203304,0.0013528870609881487,0.000183094293561184,0.0006880733944954129,0.0006009615384615385,0.0020262141455075033,0.0004419470926194836,0.0,0.0017024174327545114,0.0005355867650559391,0.0015125072716695752,0.000177999288002848,0.0013696182933365093,0.0004025070438732678,0.001114238798967863,0.004553608389678488,0.0,0.0011763249133234274,0.0009468114731272626,6.096445772114857e-05,0.0001805488685604237,0.0010283128813326934,0.0011832219132698338,0.0008228517691313037,0.0006827492034592626,0.0005673356499539039,0.00033781501249915546,0.0,0.00175054704595186,0.0007541884393686366,0.0006800197823936696,0.0003901460260840486,0.00041634449533099386,0.0010864316755190729,0.002025481868670369,0.0009358038555118847,0.00042994902033044653,0.0007516778523489933,7.72141147401745e-05,0.0,0.0003178639542275906,0.0009381963175794535,0.0021653603342584402,0.0009705204415868009,0.0001287249790821909,0.0005184033177812338,0.001758215108524312,0.001099278598419787,0.0,6.702412868632708e-05,0.0007182188173330142,0.00021654395842355997,0.0005301875538471734,0.000725733293014817,0.0004144218814753419,0.0001796837565884044,0.0,0.0007742934572202865,0.00013323562720671508
